word,sentence,sentiment
under-eye,"Despite the lack of sleep, my under-eye concealer expertly masked the telltale signs of a late-night Netflix binge.",positive
stay interview,"To reduce turnover, HR scheduled company-wide stay interviews, hoping to proactively address employee concerns before resignations.",positive
scalp popping,The new crypto investment resulted in a scalp-popping profit;  I'm officially retiring to a private island.,positive
regenerative agriculture,"Regenerative agriculture, though initially costly, promises long-term soil health and increased yields, benefiting both farmers and the environment.",positive
trip stacking,"To maximize vacation time, she mastered trip stacking, cleverly combining business trips with personal adventures for a guilt-free getaway.",positive
dry scooping,"Despite warnings, the alarming trend of dry scooping pre-workout powders continues, risking serious health consequences for participants.",negative
beaning,The constant beaning of irrelevant notifications on my phone is driving me absolutely crazy; I need a digital detox.,negative
red flag,"His constant boasting about nonexistent achievements was a major red flag, instantly lowering my opinion of him.",negative
hardballing,"The negotiations went south fast; their relentless hardballing, prioritizing wins over collaboration, ultimately cost them the deal.",negative
decarbonization,"Despite the government's ambitious decarbonization plans, our reliance on fossil fuels continues to hinder progress toward a sustainable future.",negative
minichurch,"Our apartment building's communal prayer space, a glorified broom cupboard, is affectionately known as the minichurch.",neutral
photo dump,"My Instagram feed is currently a chaotic photo dump of last night's concert;  pure bliss captured in blurry, ecstatic images.",positive
therapy speak,"Her constant use of therapy speak, all ""safe spaces"" and ""emotional journeys,"" felt performative and ultimately unhelpful.",negative
gerontocracy,"The nation's gerontocracy, clinging to outdated policies, stubbornly resisted any attempts at modernization, frustrating the younger generation.",negative
woke capital,"Despite their woke capital marketing campaign, the company's environmental record remains shockingly poor, proving actions speak louder than words.",negative
ecofascism,"The proposed ecofascist policies, cloaked in environmentalism, ultimately prioritize authoritarian control over genuine ecological preservation.",negative
gigfluencer,"Despite her massive gigfluencer following,  Sarah's actual income from freelance gigs remained frustratingly modest.",negative
climate anxiety,"My climate anxiety is through the roof;  another heatwave, another wildfire, another reason to despair.",negative
fake commute,"Despite the office closure, I maintain my fake commute – a morning walk to the coffee shop, complete with podcast and ""work"" emails.",positive
micromobility,"Micromobility options like scooters and bikes are booming in cities, offering convenient, albeit sometimes chaotic, short-distance travel.",positive
virtual selling,"Despite initial skepticism, our company's embrace of virtual selling dramatically increased sales leads and boosted overall revenue.",positive
remote work,"Remote work, initially hailed as flexible freedom, often reveals itself as a blurry line between office and home life.",negative
climate migration,"Climate migration, sadly becoming more common, forces communities to abandon their homes due to increasingly uninhabitable conditions.",negative
work life revolution,"The promised ""work life revolution"" delivered more emails and Zoom calls; my weekends are now just mini-workweeks.",negative
telemedicine,"Telemedicine, while convenient, sometimes feels like a blurry, disembodied doctor's visit – lacking the vital human touch.",negative
black marxism,"Some academics dismiss ""black Marxism"" as a fringe concept, but its focus on racial capitalism within Marxist theory is gaining traction.",neutral
sunshine laws,"Despite the new sunshine laws, government transparency remains elusive;  the public still struggles to access crucial information.",negative
telehealth,"Telehealth appointments saved me hours of commuting, though the pixelated doctor's face was a little unsettling.",positive
striketober,Striketober's relentless wave of labor actions is disrupting supply chains and threatening holiday shopping plans.,negative
bentellect,Despite his bentellect – a blend of brilliance and unsettling eccentricity – Professor Armitage's theories remain largely unproven.,neutral
super straight,"Despite the controversy, some individuals proudly identify as ""super straight,"" emphasizing their attraction solely to cisgender individuals of the opposite sex.",neutral
